FBgn0000008	FBgn0231782	Dyak\GE14160	EOG091902HN
FBgn0037183	FBgn0236835	Dyak\GE19494	EOG09190DG9
FBgn0037184	FBgn0236834	Dyak\GE19493	EOG091909T4
FBgn0037186	FBgn0236833	Dyak\GE19492	EOG091906DK
FBgn0037191	FBgn0239852	Dyak\GE22638	EOG09190FBM
FBgn0037195	FBgn0239853	Dyak\GE22639	EOG09190GS4
FBgn0037197	FBgn0239855	Dyak\GE22641	EOG09190JIC
FBgn0037199	FBgn0236828	Dyak\GE19487	EOG09190GZ0
FBgn0037200	FBgn0239859	Dyak\GE22645	EOG091908J6
FBgn0037202	FBgn0239860	Dyak\GE22646	EOG091907TS
FBgn0037203	FBgn0239861	Dyak\GE22647	EOG091905MC
FBgn0037204	FBgn0239862	Dyak\GE22648	EOG09190HA8
FBgn0037205	FBgn0232552	Dyak\GE14962	EOG091903P3
FBgn0037213	FBgn0242470	Dyak\GE25393	EOG091905KX
FBgn0037215	FBgn0242471	Dyak\GE25394	EOG091902RF
FBgn0037217	FBgn0242450	Dyak\GE25373	EOG09190E8T
FBgn0037218	FBgn0067998	Dyak\auxillin	EOG091901B9
FBgn0037220	FBgn0242446	Dyak\GE25369	EOG091908HK
FBgn0037224	FBgn0068421	Dyak\GE25399	EOG09190IBG
FBgn0037225	FBgn0242445	Dyak\GE25368	EOG09190F7I
FBgn0037227	FBgn0242474	Dyak\GE25400	EOG09190HBM
FBgn0037228	FBgn0242476	Dyak\GE25402	EOG091908MZ
FBgn0037229	FBgn0242442	Dyak\GE25365	EOG09190BEE
FBgn0037230	FBgn0242441	Dyak\GE25364	EOG091904Y8
FBgn0037231	FBgn0242440	Dyak\GE25363	EOG09190GDX
FBgn0037232	FBgn0242478	Dyak\GE25405	EOG091902ZA
FBgn0037234	FBgn0068189	Dyak\GE25407	EOG09190A91
FBgn0037235	FBgn0242480	Dyak\GE25409	EOG09190HLP
FBgn0037236	FBgn0068190	Dyak\GE25359	EOG091909G7
FBgn0037238	FBgn0242481	Dyak\GE25410	EOG091904MX
FBgn0037239	FBgn0242482	Dyak\GE25411	EOG09190BIF
FBgn0037240	FBgn0242483	Dyak\GE25412	EOG091900TH
FBgn0037241	FBgn0242484	Dyak\GE25414	EOG0919088T
FBgn0037242	FBgn0242433	Dyak\GE25355	EOG09190BZ3
FBgn0037244	FBgn0242485	Dyak\GE25415	EOG09190BA8
FBgn0037248	FBgn0242429	Dyak\GE25351	EOG091902FY
FBgn0037249	FBgn0242428	Dyak\GE25350	EOG0919026C
FBgn0037250	FBgn0242489	Dyak\GE25419	EOG0919068N
FBgn0037251	FBgn0242427	Dyak\GE25349	EOG09190FCC
FBgn0037252	FBgn0242490	Dyak\GE25420	EOG091904H5
FBgn0037254	FBgn0242492	Dyak\GE25422	EOG091901V6
FBgn0037265	FBgn0242501	Dyak\GE25431	EOG091906AE
FBgn0037270	FBgn0242417	Dyak\GE25339	EOG09190COM
FBgn0037275	FBgn0242413	Dyak\GE25334	EOG091909QW
FBgn0037276	FBgn0242411	Dyak\GE25332	EOG091901WG
FBgn0037279	FBgn0242506	Dyak\GE25436	EOG091909LT
FBgn0037280	FBgn0242507	Dyak\GE25437	EOG091909VL
FBgn0037282	FBgn0242406	Dyak\GE25327	EOG09190CL5
FBgn0037283	FBgn0242404	Dyak\GE25325	EOG09190HZV
FBgn0037284	FBgn0242403	Dyak\GE25324	EOG09190J8Q
FBgn0037291	FBgn0242394	Dyak\GE25315	EOG0919068S
FBgn0037293	FBgn0242517	Dyak\GE25449	EOG091906UG
FBgn0037296	FBgn0242385	Dyak\GE25306	EOG09190DB5
FBgn0037297	FBgn0242521	Dyak\GE25453	EOG091907PK
FBgn0037298	FBgn0242384	Dyak\GE25305	EOG091908O8
FBgn0037299	FBgn0242522	Dyak\GE25454	EOG09190HKU
FBgn0037304	FBgn0242524	Dyak\GE25456	EOG091907C7
FBgn0037305	FBgn0242381	Dyak\GE25301	EOG09190DT3
FBgn0037310	FBgn0242527	Dyak\GE25459	EOG09190I3V
FBgn0037312	FBgn0242373	Dyak\GE25293	EOG09190F7J
FBgn0037313	FBgn0242528	Dyak\GE25460	EOG09190HE7
FBgn0037315	FBgn0242371	Dyak\GE25291	EOG0919049A
FBgn0037317	FBgn0242533	Dyak\GE25465	EOG09190BUK
FBgn0037320	FBgn0242367	Dyak\GE25287	EOG09190DOQ
FBgn0037322	FBgn0242366	Dyak\GE25286	EOG09190AL0
FBgn0037323	FBgn0242365	Dyak\GE25285	EOG09190BKP
FBgn0037324	FBgn0242364	Dyak\GE25284	EOG091906YA
FBgn0037325	FBgn0242363	Dyak\GE25283	EOG09190CUW
FBgn0037326	FBgn0242536	Dyak\GE25468	EOG09190DZF
FBgn0037327	FBgn0242361	Dyak\GE25281	EOG091901C3
FBgn0037328	FBgn0068355	Dyak\GE25280	EOG09190IL1
FBgn0037329	FBgn0242537	Dyak\GE25469	EOG09190AVJ
FBgn0037330	FBgn0242360	Dyak\GE25279	EOG09190BOH
FBgn0037332	FBgn0242539	Dyak\GE25471	EOG091902RM
FBgn0037336	FBgn0242354	Dyak\GE25272	EOG091900U1
FBgn0037338	FBgn0228016	Dyak\GE10135	EOG091907MS
FBgn0037339	FBgn0241296	Dyak\GE24164	EOG09190451
FBgn0037340	FBgn0241295	Dyak\GE24163	EOG09190IV5
FBgn0037341	FBgn0228017	Dyak\GE10136	EOG09190B5D
FBgn0037342	FBgn0241294	Dyak\GE24162	EOG09190CWO
FBgn0037344	FBgn0241293	Dyak\GE24161	EOG0919014U
FBgn0037345	FBgn0228021	Dyak\GE10140	EOG09190I3S
FBgn0037347	FBgn0228023	Dyak\GE10142	EOG091909X7
FBgn0037350	FBgn0084974	Dyak\GE24154	EOG09190HAI
FBgn0037351	FBgn0068418	Dyak\GE10144	EOG09190FGQ
FBgn0037356	FBgn0228030	Dyak\GE10150	EOG091908ET
FBgn0037358	FBgn0241284	Dyak\GE24150	EOG09190G8S
FBgn0037359	FBgn0228032	Dyak\GE10152	EOG09190BVX
FBgn0037360	FBgn0241283	Dyak\GE24149	EOG091907RG
FBgn0037363	FBgn0228034	Dyak\GE10154	EOG091902TL
FBgn0037364	FBgn0068086	Dyak\Rab23	EOG09190DTB
FBgn0037365	FBgn0241280	Dyak\GE24145	EOG09190AGJ
FBgn0037368	FBgn0228038	Dyak\GE10158	EOG09190C46
FBgn0037369	FBgn0241278	Dyak\GE24143	EOG0919075L
FBgn0037370	FBgn0228039	Dyak\GE10159	EOG09190C7B
FBgn0037371	FBgn0241277	Dyak\GE24142	EOG091901D2
FBgn0037372	FBgn0241276	Dyak\GE24141	EOG091909P1
FBgn0037374	FBgn0068493	Dyak\GE10162	EOG09190FIF
FBgn0037375	FBgn0228042	Dyak\GE10164	EOG09190479
FBgn0037376	FBgn0241272	Dyak\GE24137	EOG091908J1
FBgn0037377	FBgn0228044	Dyak\GE10166	EOG09190A0D
FBgn0037378	FBgn0068356	Dyak\GE24135	EOG09190FMW
FBgn0037379	FBgn0228045	Dyak\GE10167	EOG0919022S
FBgn0037382	FBgn0241270	Dyak\GE24134	EOG091904UL
FBgn0037383	FBgn0241269	Dyak\GE24133	EOG09190FKC
FBgn0037384	FBgn0228048	Dyak\GE10170	EOG09190IN0
FBgn0037385	FBgn0228050	Dyak\GE10172	EOG09190IIF
FBgn0037386	FBgn0228051	Dyak\GE10173	EOG091906ZO
FBgn0037387	FBgn0228052	Dyak\GE10174	EOG091907AK
FBgn0037388	FBgn0228053	Dyak\GE10175	EOG09190GA7
FBgn0037391	FBgn0241267	Dyak\GE24131	EOG0919050V
FBgn0037395	FBgn0068328	Dyak\GE24122	EOG09190C0L
FBgn0037398	FBgn0241256	Dyak\GE24119	EOG0919042B
FBgn0037399	FBgn0241255	Dyak\GE24118	EOG091908XF
FBgn0037402	FBgn0228058	Dyak\GE10180	EOG09190IO4
FBgn0037405	FBgn0228059	Dyak\GE10181	EOG0919040G
FBgn0037406	FBgn0228061	Dyak\GE10183	EOG09190EOB
FBgn0037408	FBgn0228062	Dyak\GE10184	EOG091907QP
FBgn0037409	FBgn0228063	Dyak\GE10185	EOG0919076M
FBgn0037410	FBgn0228064	Dyak\GE10186	EOG09190DUC
FBgn0037411	FBgn0228065	Dyak\GE10187	EOG09190E70
FBgn0037412	FBgn0241249	Dyak\GE24111	EOG09190CE7
FBgn0037413	FBgn0228066	Dyak\GE10188	EOG09190H1I
FBgn0037414	FBgn0228068	Dyak\GE10190	EOG09190FWK
FBgn0037415	FBgn0228069	Dyak\GE10191	EOG09190EQ4
FBgn0037416	FBgn0228070	Dyak\GE10192	EOG09190HXJ
FBgn0037417	FBgn0228071	Dyak\GE10194	EOG091907X6
FBgn0037418	FBgn0241248	Dyak\GE24110	EOG09190CR7
FBgn0037419	FBgn0228072	Dyak\GE10195	EOG09190IQL
FBgn0037421	FBgn0228073	Dyak\GE10196	EOG09190FB1
FBgn0037422	FBgn0228074	Dyak\GE10197	EOG09190H47
FBgn0037424	FBgn0068481	Dyak\GE10199	EOG09190H3C
FBgn0037427	FBgn0228081	Dyak\GE10205	EOG091909VK
FBgn0037428	FBgn0228082	Dyak\GE10206	EOG09190G4K
FBgn0037429	FBgn0068411	Dyak\GE10207	EOG09190G3H
FBgn0037430	FBgn0068412	Dyak\GE10208	EOG09190FDM
FBgn0037431	FBgn0228083	Dyak\GE10209	EOG09190HHI
FBgn0037432	FBgn0228084	Dyak\GE10210	EOG09190GNN
FBgn0037433	FBgn0228085	Dyak\GE10211	EOG09190G96
FBgn0037435	FBgn0228086	Dyak\GE10212	EOG09190859
FBgn0037436	FBgn0228087	Dyak\GE10213	EOG09190E0W
FBgn0037439	FBgn0228090	Dyak\GE10216	EOG091904ZX
FBgn0037442	FBgn0228093	Dyak\GE10219	EOG091906LS
FBgn0037443	FBgn0241239	Dyak\GE24100	EOG091907RC
FBgn0037445	FBgn0241238	Dyak\GE24099	EOG091901JR
FBgn0037446	FBgn0228096	Dyak\GE10222	EOG091909H9
FBgn0037447	FBgn0228097	Dyak\GE10223	EOG091903I7
FBgn0037448	FBgn0228098	Dyak\GE10224	EOG091903GO
FBgn0037449	FBgn0228099	Dyak\GE10225	EOG09190B0E
FBgn0037454	FBgn0241235	Dyak\GE24096	EOG09190BW4
FBgn0037455	FBgn0228101	Dyak\GE10227	EOG09190BZT
FBgn0037456	FBgn0276147	Dyak\GE27992	EOG09190IXR
FBgn0037462	FBgn0228106	Dyak\GE10232	EOG09190G5V
FBgn0037464	FBgn0241993	Dyak\GE24896	EOG09190G9O
FBgn0037465	FBgn0242874	Dyak\GE25824	EOG091908B2
FBgn0037467	FBgn0242873	Dyak\GE25823	EOG0919048B
FBgn0037470	FBgn0242871	Dyak\GE25820	EOG0919064C
FBgn0037472	FBgn0241998	Dyak\GE24903	EOG09190BBC
FBgn0037473	FBgn0068520	Dyak\GE25815	EOG09190BAB
FBgn0037475	FBgn0242002	Dyak\GE24907	EOG09190EWJ
FBgn0037477	FBgn0242866	Dyak\GE25814	EOG09190I38
FBgn0037478	FBgn0242003	Dyak\GE24908	EOG09190CLE
FBgn0037482	FBgn0242861	Dyak\GE25808	EOG091906F5
FBgn0037483	FBgn0242007	Dyak\GE24912	EOG091906Z0
FBgn0037485	FBgn0242858	Dyak\GE25805	EOG091908S1
FBgn0037486	FBgn0242857	Dyak\GE25804	EOG091908GD
FBgn0037487	FBgn0242008	Dyak\GE24913	EOG0919018H
FBgn0037488	FBgn0242009	Dyak\GE24914	EOG09190C6B
FBgn0037489	FBgn0242856	Dyak\GE25803	EOG091903K7
FBgn0037493	FBgn0277117	Dyak\GE28962	EOG091905LK
FBgn0037501	FBgn0229003	Dyak\GE11181	EOG0919062X
FBgn0037502	FBgn0242025	Dyak\GE24930	EOG091904NB
FBgn0037506	FBgn0242844	Dyak\GE25789	EOG09190D3V
FBgn0037515	FBgn0242034	Dyak\GE24940	EOG0919096S
FBgn0037516	FBgn0242831	Dyak\GE25775	EOG09190FP7
FBgn0037518	FBgn0242036	Dyak\GE24942	EOG091907ZL
FBgn0037519	FBgn0242825	Dyak\GE25769	EOG091906ED
FBgn0037520	FBgn0242824	Dyak\GE25768	EOG09190AHG
FBgn0037521	FBgn0228936	Dyak\GE11110	EOG091908G7
FBgn0037525	FBgn0242821	Dyak\GE25765	EOG091904BX
FBgn0037526	FBgn0242042	Dyak\GE24948	EOG0919072S
FBgn0037531	FBgn0242817	Dyak\GE25760	EOG091902I1
FBgn0037533	FBgn0242812	Dyak\GE25755	EOG0919088Z
FBgn0037536	FBgn0242053	Dyak\GE24959	EOG091902O0
FBgn0037537	FBgn0242809	Dyak\GE25752	EOG09190BN0
FBgn0037538	FBgn0242054	Dyak\GE24960	EOG09190BS2
FBgn0037541	FBgn0242806	Dyak\GE25749	EOG0919007C
FBgn0037543	FBgn0242057	Dyak\GE24963	EOG09190CSO
FBgn0037544	FBgn0242803	Dyak\GE25746	EOG09190GMW
FBgn0037546	FBgn0242896	Dyak\GE25846	EOG0919031E
FBgn0037547	FBgn0242897	Dyak\GE25847	EOG091905K5
FBgn0037548	FBgn0242898	Dyak\GE25848	EOG09190AAB
FBgn0037549	FBgn0242900	Dyak\GE25850	EOG09190749
FBgn0037550	FBgn0241971	Dyak\GE24874	EOG09190DRQ
FBgn0037551	FBgn0242901	Dyak\GE25851	EOG09190G54
FBgn0037552	FBgn0242902	Dyak\GE25852	EOG091907CK
FBgn0037553	FBgn0242903	Dyak\GE25853	EOG09190CJY
FBgn0037554	FBgn0242904	Dyak\GE25854	EOG091904LF
FBgn0037555	FBgn0241966	Dyak\GE24869	EOG091907YB
FBgn0037556	FBgn0241965	Dyak\GE24868	EOG09190DBP
FBgn0037561	FBgn0241962	Dyak\GE24865	EOG091904S5
FBgn0037562	FBgn0242911	Dyak\GE25861	EOG09190JPG
FBgn0037563	FBgn0241961	Dyak\GE24863	EOG09190EWV
FBgn0037565	FBgn0241960	Dyak\GE24862	EOG091900KV
FBgn0037566	FBgn0242914	Dyak\GE25864	EOG09190CN9
FBgn0037569	FBgn0241958	Dyak\GE24859	EOG09190AZN
FBgn0037570	FBgn0241957	Dyak\GE24858	EOG09190GO1
FBgn0037571	FBgn0241956	Dyak\GE24857	EOG09190HT8
FBgn0037572	FBgn0242915	Dyak\GE25865	EOG09190KIW
FBgn0037573	FBgn0242917	Dyak\GE25867	EOG091908Z2
FBgn0037574	FBgn0241955	Dyak\GE24856	EOG09190AFE
FBgn0037576	FBgn0242919	Dyak\GE25869	EOG091909PL
FBgn0037577	FBgn0242920	Dyak\GE25870	EOG09190KP3
FBgn0037578	FBgn0241951	Dyak\GE24852	EOG091907Q9
FBgn0037579	FBgn0242922	Dyak\GE25872	EOG09190JML
FBgn0037580	FBgn0242923	Dyak\GE25873	EOG0919034K
FBgn0037581	FBgn0242924	Dyak\GE25874	EOG091908MX
FBgn0037583	FBgn0241950	Dyak\GE24851	EOG0919061E
FBgn0037584	FBgn0242928	Dyak\GE25878	EOG09190C3S
FBgn0037589	FBgn0277180	Dyak\GE29025	EOG09190FYS
FBgn0037592	FBgn0242930	Dyak\GE25880	EOG091908HP
FBgn0037594	FBgn0242933	Dyak\GE25883	EOG091908XE
FBgn0037601	FBgn0241939	Dyak\GE24840	EOG0919064Y
FBgn0037602	FBgn0242939	Dyak\GE25889	EOG09190K13
FBgn0037603	FBgn0242940	Dyak\GE25890	EOG09190GV9
FBgn0037606	FBgn0242941	Dyak\GE25891	EOG091905GI
FBgn0037607	FBgn0242942	Dyak\GE25892	EOG091904HG
FBgn0037608	FBgn0242943	Dyak\GE25893	EOG09190CDY
FBgn0037609	FBgn0241935	Dyak\GE24835	EOG09190D2J
FBgn0037610	FBgn0068229	Dyak\GE25894	EOG09190AJE
FBgn0037611	FBgn0242944	Dyak\GE25895	EOG09190J0P
FBgn0037612	FBgn0242945	Dyak\GE25896	EOG09190553
FBgn0037613	FBgn0241934	Dyak\GE24833	EOG09190JKQ
FBgn0037614	FBgn0242946	Dyak\GE25897	EOG09190IAV
FBgn0037615	FBgn0242947	Dyak\GE25898	EOG09190IP9
FBgn0037616	FBgn0242949	Dyak\GE25900	EOG091908Q4
FBgn0037617	FBgn0242950	Dyak\GE25901	EOG091909VM
FBgn0037618	FBgn0242951	Dyak\GE25902	EOG09190AXS
FBgn0037619	FBgn0242952	Dyak\GE25903	EOG091909ZJ
FBgn0037620	FBgn0241933	Dyak\GE24832	EOG09190BG6
FBgn0037621	FBgn0241931	Dyak\GE24830	EOG091908R0
FBgn0037622	FBgn0242953	Dyak\GE25904	EOG091901XB
FBgn0037623	FBgn0241930	Dyak\GE24829	EOG091903IZ
FBgn0037624	FBgn0242954	Dyak\GE25905	EOG09190C3P
FBgn0037625	FBgn0241928	Dyak\GE24827	EOG091905JB
FBgn0037626	FBgn0242955	Dyak\GE25906	EOG091908IM
FBgn0037627	FBgn0241927	Dyak\GE24826	EOG091908S6
FBgn0037630	FBgn0242957	Dyak\GE25908	EOG0919048P
FBgn0037632	FBgn0242958	Dyak\GE25909	EOG091905XV
FBgn0037633	FBgn0241918	Dyak\GE24817	EOG091903SH
FBgn0037634	FBgn0242960	Dyak\GE25911	EOG09190GLR
FBgn0037635	FBgn0241917	Dyak\GE24816	EOG09190IMI
FBgn0037636	FBgn0241916	Dyak\GE24815	EOG09190IHJ
FBgn0037637	FBgn0241915	Dyak\GE24814	EOG09190HL9
FBgn0037638	FBgn0242962	Dyak\GE25913	EOG091903FP
FBgn0037643	FBgn0242964	Dyak\GE25915	EOG091908AW
FBgn0037644	FBgn0241913	Dyak\GE24812	EOG091905UH
FBgn0037645	FBgn0241912	Dyak\GE24811	EOG091907XF
FBgn0037646	FBgn0242965	Dyak\beta-CA	EOG09190DKU
FBgn0037647	FBgn0241911	Dyak\GE24810	EOG09190BM9
FBgn0037648	FBgn0242967	Dyak\GE25918	EOG09190AWE
FBgn0037650	FBgn0242968	Dyak\GE25919	EOG09190DD5
FBgn0037652	FBgn0242969	Dyak\GE25920	EOG09190BZ6
FBgn0037653	FBgn0242971	Dyak\GE25922	EOG09190BU4
FBgn0037654	FBgn0242972	Dyak\GE25923	EOG091908U5
FBgn0037655	FBgn0241906	Dyak\GE24805	EOG091909U5
FBgn0037656	FBgn0242973	Dyak\GE25924	EOG09190A77
FBgn0037657	FBgn0242974	Dyak\GE25925	EOG09190615
FBgn0037659	FBgn0242976	Dyak\GE25927	EOG091901G8
FBgn0037660	FBgn0241901	Dyak\GE24799	EOG091908BF
FBgn0037661	FBgn0242978	Dyak\GE25929	EOG09190D2S
FBgn0037662	FBgn0242979	Dyak\GE25930	EOG09190AYS
FBgn0037664	FBgn0242980	Dyak\GE25931	EOG091907UP
FBgn0037665	FBgn0242982	Dyak\GE25933	EOG09190B4N
FBgn0037667	FBgn0242985	Dyak\GE25936	EOG09190BNS
FBgn0037668	FBgn0241895	Dyak\GE24793	EOG09190CPT
FBgn0037669	FBgn0241894	Dyak\GE24792	EOG09190G1X
FBgn0037670	FBgn0242986	Dyak\GE25937	EOG09190DVP
FBgn0037671	FBgn0068219	Dyak\GE25938	EOG09190CBB
FBgn0037672	FBgn0241893	Dyak\GE24791	EOG09190FU2
FBgn0037675	FBgn0242988	Dyak\HP1E	EOG09190GM1
FBgn0037676	FBgn0241891	Dyak\GE24789	EOG09190HLR
FBgn0037679	FBgn0241887	Dyak\GE24785	EOG091906FT
FBgn0037680	FBgn0242989	Dyak\GE25941	EOG09190DHP
FBgn0037683	FBgn0242991	Dyak\GE25944	EOG09190AR1
FBgn0037684	FBgn0242992	Dyak\GE25945	EOG091909EZ
FBgn0037685	FBgn0242993	Dyak\GE25946	EOG091909BV
FBgn0037687	FBgn0242994	Dyak\GE25947	EOG09190CJN
FBgn0037688	FBgn0241884	Dyak\GE24781	EOG0919082T
FBgn0037689	FBgn0242996	Dyak\GE25949	EOG091904QC
FBgn0037690	FBgn0241881	Dyak\GE24778	EOG09190AGS
FBgn0037696	FBgn0241880	Dyak\GE24777	EOG09190DHJ
FBgn0037697	FBgn0241878	Dyak\GE24775	EOG09190EC2
FBgn0037698	FBgn0241877	Dyak\GE24774	EOG091900Q3
FBgn0037700	FBgn0243002	Dyak\GE25955	EOG09190EM5
FBgn0037702	FBgn0243005	Dyak\GE25958	EOG091901Z0
FBgn0037703	FBgn0243004	Dyak\GE25957	EOG09190254
FBgn0037705	FBgn0241871	Dyak\GE24768	EOG09190D5M
FBgn0037707	FBgn0243006	Dyak\GE25959	EOG09190JKV
FBgn0037708	FBgn0241870	Dyak\GE24767	EOG091908A7
FBgn0037709	FBgn0243007	Dyak\GE25960	EOG091908L6
FBgn0037710	FBgn0241867	Dyak\GE24764	EOG09190CK8
FBgn0037712	FBgn0243009	Dyak\GE25963	EOG091903WM
FBgn0037713	FBgn0241866	Dyak\GE24763	EOG09190GR1
FBgn0037714	FBgn0241865	Dyak\GE24762	EOG09190HYP
FBgn0037715	FBgn0241864	Dyak\GE24761	EOG09190ISQ
FBgn0037716	FBgn0243010	Dyak\GE25964	EOG091904MW
FBgn0037717	FBgn0243012	Dyak\GE25966	EOG091905G7
FBgn0037718	FBgn0243013	Dyak\GE25967	EOG091906K0
FBgn0037719	FBgn0241861	Dyak\GE24758	EOG09190E7B
FBgn0037720	FBgn0243014	Dyak\GE25968	EOG091903K3
FBgn0037721	FBgn0241860	Dyak\GE24757	EOG09190GAQ
FBgn0037722	FBgn0243015	Dyak\GE25969	EOG091908CU
FBgn0037723	FBgn0243016	Dyak\GE25970	EOG09190D2H
FBgn0037724	FBgn0241856	Dyak\GE24753	EOG09190KYI
FBgn0037726	FBgn0241855	Dyak\GE24752	EOG0919000N
FBgn0037727	FBgn0243018	Dyak\GE25972	EOG091903MA
FBgn0037728	FBgn0243019	Dyak\GE25973	EOG09190I6F
FBgn0037730	FBgn0241853	Dyak\GE24750	EOG091905K6
FBgn0037734	FBgn0241849	Dyak\GE24746	EOG091903CQ
FBgn0037736	FBgn0241844	Dyak\GE24740	EOG091902LT
FBgn0037737	FBgn0243024	Dyak\GE25978	EOG09190D7M
FBgn0037739	FBgn0241841	Dyak\GE24737	EOG09190GFM
FBgn0037741	FBgn0241840	Dyak\GE24736	EOG09190351
FBgn0037742	FBgn0241839	Dyak\GE24735	EOG091908UI
FBgn0037743	FBgn0243027	Dyak\GE25981	EOG091904GE
FBgn0037744	FBgn0068220	Dyak\GE25982	EOG091908Z5
FBgn0037746	FBgn0243028	Dyak\GE25983	EOG09190BF6
FBgn0037747	FBgn0243030	Dyak\GE25985	EOG09190G8I
FBgn0037749	FBgn0068193	Dyak\GE24730	EOG09190G1E
FBgn0037750	FBgn0241834	Dyak\GE24729	EOG09190D74
FBgn0037751	FBgn0243031	Dyak\GE25986	EOG091902I2
FBgn0037753	FBgn0243032	Dyak\GE25989	EOG09190AXO
FBgn0037754	FBgn0243033	Dyak\GE25990	EOG09190FAI
FBgn0037755	FBgn0241832	Dyak\GE24727	EOG091908IV
FBgn0037756	FBgn0243034	Dyak\GE25991	EOG09190ABH
FBgn0037757	FBgn0243035	Dyak\GE25992	EOG0919038V
FBgn0037758	FBgn0241831	Dyak\GE24726	EOG091903PU
FBgn0037759	FBgn0243036	Dyak\GE25993	EOG09190449
FBgn0037760	FBgn0241830	Dyak\GE24725	EOG091901Y4
FBgn0037761	FBgn0243037	Dyak\GE25994	EOG09190DAK
FBgn0037762	FBgn0243038	Dyak\GE25995	EOG09190E58
FBgn0037763	FBgn0241829	Dyak\GE24724	EOG09190DUM
FBgn0037764	FBgn0241828	Dyak\GE24723	EOG09190ELV
FBgn0037765	FBgn0241827	Dyak\GE24722	EOG09190EK0
FBgn0037766	FBgn0241823	Dyak\GE24718	EOG09190DO0
FBgn0037770	FBgn0241821	Dyak\GE24716	EOG091905MW
FBgn0037772	FBgn0243044	Dyak\GE26001	EOG0919069V
FBgn0037773	FBgn0241819	Dyak\GE24714	EOG09190GVR
FBgn0037777	FBgn0241816	Dyak\GE24711	EOG09190G04
FBgn0037778	FBgn0243046	Dyak\GE26003	EOG091907OH
FBgn0037779	FBgn0241815	Dyak\GE24710	EOG09190FK5
FBgn0037780	FBgn0243047	Dyak\GE26004	EOG0919059Z
FBgn0037781	FBgn0241813	Dyak\GE24708	EOG09190DND
FBgn0037782	FBgn0241812	Dyak\GE24707	EOG09190H5A
FBgn0037783	FBgn0243049	Dyak\GE26006	EOG09190GXV
FBgn0037786	FBgn0241811	Dyak\GE24706	EOG0919080E
FBgn0037788	FBgn0243056	Dyak\GE26013	EOG09190BRG
FBgn0037792	FBgn0241806	Dyak\GE24701	EOG091902CB
FBgn0037794	FBgn0241805	Dyak\GE24700	EOG091907F5
FBgn0037796	FBgn0241802	Dyak\GE24697	EOG09190892
FBgn0037797	FBgn0243060	Dyak\GE26017	EOG09190IB8
FBgn0037798	FBgn0241799	Dyak\GE24694	EOG09190GVT
FBgn0037801	FBgn0243065	Dyak\GE26022	EOG091901LN
FBgn0037802	FBgn0241798	Dyak\GE24693	EOG09190B49
FBgn0037807	FBgn0241796	Dyak\GE24691	EOG091905DW
FBgn0037809	FBgn0243070	Dyak\GE26027	EOG09190HXR
FBgn0037812	FBgn0243072	Dyak\GE26029	EOG09190HVC
FBgn0037814	FBgn0241793	Dyak\GE24688	EOG091902VK
FBgn0037815	FBgn0243079	Dyak\GE26036	EOG09190FYI
FBgn0037816	FBgn0241791	Dyak\GE24685	EOG091906SS
FBgn0037817	FBgn0243080	Dyak\GE26037	EOG0919088Y
FBgn0037818	FBgn0241788	Dyak\GE24682	EOG091908HI
FBgn0037819	FBgn0241787	Dyak\GE24681	EOG09190CDT
FBgn0037822	FBgn0276894	Dyak\GE28739	EOG09190AJT
FBgn0037824	FBgn0243086	Dyak\GE26044	EOG09190J5U
FBgn0037826	FBgn0241781	Dyak\GE24675	EOG091908H4
FBgn0037827	FBgn0243087	Dyak\GE26045	EOG09190DV9
FBgn0037828	FBgn0241780	Dyak\GE24674	EOG09190HUV
FBgn0037829	FBgn0241778	Dyak\GE24672	EOG091905YW
FBgn0037831	FBgn0243088	Dyak\GE26046	EOG091905BB
FBgn0037832	FBgn0243089	Dyak\GE26047	EOG09190EOW
FBgn0037834	FBgn0241773	Dyak\GE24666	EOG09190AV4
FBgn0037835	FBgn0243092	Dyak\GE26050	EOG09190JJV
FBgn0037836	FBgn0241771	Dyak\GE24664	EOG091900AT
FBgn0037837	FBgn0241770	Dyak\GE24663	EOG091905I9
FBgn0037838	FBgn0243093	Dyak\GE26051	EOG091906BY
FBgn0037841	FBgn0243098	Dyak\GE26056	EOG09190D0Y
FBgn0037842	FBgn0241769	Dyak\GE24662	EOG09190E9O
FBgn0037843	FBgn0243099	Dyak\GE26057	EOG09190FB6
FBgn0037844	FBgn0243100	Dyak\GE26058	EOG09190D7Q
FBgn0037845	FBgn0241768	Dyak\GE24661	EOG0919091B
FBgn0037846	FBgn0241767	Dyak\GE24660	EOG0919083N
FBgn0037848	FBgn0243101	Dyak\GE26059	EOG09190BV9
FBgn0037849	FBgn0243102	Dyak\GE26060	EOG091909K3
FBgn0037850	FBgn0241764	Dyak\GE24657	EOG09190CGR
FBgn0037852	FBgn0241763	Dyak\GE24656	EOG09190CA2
FBgn0037853	FBgn0241762	Dyak\GE24655	EOG091908A8
FBgn0037855	FBgn0241760	Dyak\GE24652	EOG091903AM
FBgn0037856	FBgn0243104	Dyak\GE26062	EOG091908L9
FBgn0037857	FBgn0243105	Dyak\GE26063	EOG091909M3
FBgn0037860	FBgn0241759	Dyak\GE24651	EOG09190GC2
FBgn0037862	FBgn0243112	Dyak\GE26070	EOG0919035E
FBgn0037870	FBgn0243117	Dyak\GE26076	EOG09190JSP
FBgn0037873	FBgn0068269	Dyak\GE24640	EOG09190HU1
